%n density b lambda lse TP FP 
250 0.3146 20000 1 1.09805 0.6332896 0.4959148
250 0.3138 20000 1 1.10484 0.638578 0.494608
250 0.3138 20000 1 1.090613 0.6191573 0.5045176
250 0.3138 20000 1 1.082531 0.6359447 0.5059749
250 0.3138 20000 1 1.111523 0.6277156 0.4972311
250 0.3138 20000 1 1.059963 0.6115866 0.5013116
250 0.3128 20000 1 1.054934 0.6479524 0.4902503
250 0.3128 20000 1 1.107579 0.6261559 0.5
250 0.3128 20000 1 1.065827 0.647292 0.5043655
250 0.3128 20000 1 1.090960 0.6294584 0.4965076
250 0.3128 20000 1 1.099345 0.6142668 0.50422
250 0.3138 20000 1 1.126985 0.6155365 0.5030603
250 0.3138 20000 1 1.089854 0.6161949 0.5120956
250 0.3138 20000 1 1.112979 0.6273864 0.5062664
250 0.3138 20000 1 1.100407 0.6550362 0.5085981
250 0.3138 20000 1 1.051867 0.6438446 0.5225882
250 0.3138 10000 3 1.562708 1 0.9991256
250 0.3138 10000 3 1.499953 0.9993417 0.9992713
250 0.3138 10000 3 1.521280 0.9983542 0.9979598
250 0.3138 10000 3 1.527046 0.998025 0.9969397
250 0.3138 10000 3 1.580733 0.9986833 0.9982512
250 0.3146 10000 3 1.564831 1 0.9995623
250 0.3146 10000 3 1.614709 0.9973736 0.9994164
250 0.3146 10000 3 1.514016 0.9993434 0.9988328
250 0.3146 10000 3 1.480420 0.9980302 0.9975197
250 0.3146 10000 3 1.567947 0.9993434 0.9994164
250 0.3138 10000 3 1.562460 0.9993417 0.9982512
250 0.3138 10000 3 1.534014 0.9993417 0.9982512
250 0.3138 10000 3 1.588439 0.9993417 0.999417
250 0.3138 10000 3 1.674517 0.9986833 0.9981055
250 0.3138 10000 3 1.581512 0.9993417 0.9991256
250 0.3128 10000 3 1.51942 0.9993395 0.9982538
250 0.3128 10000 3 1.544167 1 0.9978172
250 0.3128 10000 3 1.531740 1 0.9991269
250 0.3128 10000 3 1.481618 0.998679 0.9985448
250 0.3128 10000 3 1.599613 0.9993395 0.9979627
250 0.3138 10000 3 1.587148 0.9986833 0.9979598
250 0.3138 10000 3 1.542832 0.9986833 0.9991256
250 0.3138 10000 3 1.527328 1 0.9988342
250 0.3138 10000 3 1.471337 0.9986833 0.9986884
250 0.3138 10000 3 1.527170 0.9986833 0.9988342
250 0.3138 2000 8 1.453985 0.9937459 0.993005
250 0.3138 2000 4 1.528239 0.9963792 0.9947537
250 0.3138 2000 4 1.511061 0.9921 0.9912562
250 0.3138 2000 8 1.536076 0.9957209 0.9918391
250 0.3138 2000 4 1.534895 0.994075 0.9931507
250 0.3146 2000 12 1.568962 0.9921208 0.9928509
250 0.3146 2000 11 1.465832 0.9947472 0.9944558
250 0.3146 2000 7 1.611888 0.9921208 0.9957689
250 0.3146 2000 4 1.519328 0.9960604 0.9935804
250 0.3146 2000 4 1.59374 0.9947472 0.9934345
250 0.3138 2000 6 1.454241 0.9927584 0.993005
250 0.3138 2000 4 1.480186 0.9963792 0.9953366
250 0.3138 2000 4 1.488736 0.99605 0.9935879
250 0.3138 2000 9 1.582833 0.9947334 0.9941708
250 0.3138 2000 4 1.587681 0.9921 0.9918391
250 0.3128 2000 13 1.519039 0.9927345 0.992724
250 0.3128 2000 9 1.535245 0.993395 0.9944703
250 0.3128 2000 6 1.467304 0.9953765 0.9930151
250 0.3128 2000 4 1.541978 0.9953765 0.9931607
250 0.3128 2000 4 1.510926 0.9937252 0.992142
250 0.3138 2000 8 1.510173 0.9921 0.9934421
250 0.3138 2000 6 1.566179 0.99605 0.993005
250 0.3138 2000 6 1.495239 0.9967084 0.9943165
250 0.3138 2000 4 1.485375 0.998025 0.9921306
250 0.3138 2000 6 1.467607 0.9986833 0.9935879
250 0.3138 1000 12 1.449132 0.9921 0.9828038
250 0.3138 1000 12 1.466145 0.9888084 0.9863014
250 0.3138 1000 8 1.527054 0.9924292 0.9889245
250 0.3138 1000 6 1.470617 0.990125 0.9896532
250 0.3138 1000 9 1.476032 0.98815 0.988633
250 0.3146 1000 13 1.444992 0.9921208 0.9845346
250 0.3146 1000 6 1.444921 0.986868 0.988328
250 0.3146 1000 8 1.515315 0.9904793 0.9861395
250 0.3146 1000 11 1.431087 0.990151 0.9877444
250 0.3146 1000 8 1.507702 0.9888378 0.9833674
250 0.3138 1000 7 1.431637 0.9907834 0.9896532
250 0.3138 1000 6 1.510608 0.990125 0.9863014
250 0.3138 1000 6 1.485241 0.9934167 0.98703
250 0.3138 1000 7 1.539914 0.9888084 0.9865928
250 0.3138 1000 6 1.472228 0.9937459 0.9883416
250 0.3128 1000 7 1.446092 0.9914135 0.9857392
250 0.3128 1000 7 1.405618 0.9884412 0.984284
250 0.3128 1000 7 1.478259 0.9848085 0.9867579
250 0.3128 1000 11 1.514446 0.9900925 0.9857392
250 0.3128 1000 9 1.554671 0.9900925 0.9870489
250 0.3138 1000 8 1.474573 0.9828835 0.9828038
250 0.3138 1000 9 1.418179 0.9871626 0.9836782
250 0.3138 1000 7 1.493754 0.9874918 0.9857184
250 0.3138 1000 11 1.491214 0.9874918 0.9867386
250 0.3138 1000 4 1.489361 0.98815 0.98703
250 0.3138 200 12 1.372468 0.9549045 0.9399592
250 0.3138 200 4 1.330709 0.9555629 0.9350044
250 0.3138 200 13 1.34134 0.9552337 0.9376275
250 0.3138 200 13 1.378399 0.961817 0.9367531
250 0.3138 200 8 1.339634 0.9591837 0.9444768
250 0.3146 200 11 1.371467 0.9586343 0.9384301
250 0.3146 200 11 1.400616 0.9468155 0.9349285
250 0.3146 200 11 1.345974 0.9494419 0.9328859
250 0.3146 200 9 1.366981 0.9592909 0.9439743
250 0.3146 200 7 1.372291 0.9514117 0.9360957
250 0.3138 200 10 1.329851 0.9591837 0.9315068
250 0.3138 200 9 1.368450 0.9611587 0.9408336
250 0.3138 200 6 1.359623 0.9605003 0.9385019
250 0.3138 200 4 1.354947 0.9427255 0.9414165
250 0.3138 200 9 1.351030 0.9624753 0.9399592
250 0.3128 200 6 1.360782 0.9425363 0.939901
250 0.3128 200 6 1.321177 0.9557464 0.9366997
250 0.3128 200 9 1.357363 0.9583884 0.9372817
250 0.3128 200 9 1.382295 0.9418758 0.943539
250 0.3128 200 9 1.359570 0.9537649 0.9403376
250 0.3138 200 6 1.374307 0.9526004 0.9387934
250 0.3138 200 8 1.313998 0.9565504 0.9355873
250 0.3138 200 10 1.372318 0.9420671 0.9376275
250 0.3138 200 9 1.333059 0.9572087 0.9402507
250 0.3138 200 6 1.401910 0.969717 0.941708
250 0.3138 100 4 1.209495 0.9084924 0.883416
250 0.3138 100 4 1.308101 0.9124424 0.8805013
250 0.3138 100 6 1.287867 0.9190257 0.8819586
250 0.3138 100 6 1.262063 0.915734 0.8821043
250 0.3138 100 7 1.269623 0.9269256 0.8777324
250 0.3146 100 4 1.266883 0.9172685 0.8765684
250 0.3146 100 4 1.287682 0.919895 0.8876568
250 0.3146 100 6 1.297622 0.9061064 0.887365
250 0.3146 100 4 1.294733 0.9028234 0.8765684
250 0.3146 100 4 1.298938 0.9126724 0.8686898
250 0.3138 100 4 1.276745 0.915734 0.8815214
250 0.3138 100 4 1.302829 0.911784 0.8685514
250 0.3138 100 4 1.281241 0.9104674 0.883416
250 0.3138 100 6 1.256729 0.9009217 0.8746721
250 0.3138 100 6 1.281154 0.9124424 0.8781696
250 0.3128 100 4 1.220536 0.9029062 0.88766
250 0.3128 100 4 1.239994 0.9075297 0.8774738
250 0.3128 100 4 1.265125 0.9147952 0.8779104
250 0.3128 100 4 1.299858 0.9147952 0.886787
250 0.3128 100 4 1.268533 0.8989432 0.8859139
250 0.3138 100 7 1.259072 0.9163924 0.8784611
250 0.3138 100 4 1.243421 0.925609 0.8886622
250 0.3138 100 4 1.302556 0.9163924 0.8810842
250 0.3138 100 4 1.249233 0.915734 0.8688429
250 0.3138 100 4 1.26061 0.9114549 0.8784611
